"CODIGO","TIPOCODIGO","TIPOPRODUCTO","NOMBRE","DENOMINACIONCOMUN","CONCENTRACION","FORMAFARMACEUTICA","FORMAFARMACEUTICASIMP","LABORATORIO","PAIS","PRESENTACION","UNIDADENVASE","SITUACION","NUMREGISTROSANITARIO"
"7897337714341","GTIN_13","PRODUCTO FARMACEUTICO","HYZAAR","LOSARTAN + HIDROCLOROTIAZIDA","50 mg + 12.5 mg","COMPRIMIDO RECUBIERTO","TABLETA","MSD","BRASIL","CAJA COMP","30","ACTIVO","EE08538"
"811726003745","GTIN_12","PRODUCTO FARMACEUTICO","SUPLEMENTO PRENATAL DE VITAMINAS Y MINERALES (PRIME HEALTH)","VITAMINAS Y MINERALES","","TABLETA","TABLETA","DROPESAC","CANADÁ","FRASCO TAB","30","ACTIVO","DE1827"
"8433042004729","GTIN_13","PRODUCTO FARMACEUTICO","SOMAZINA","CITICOLINA","1000 mg","SOLUCION ORAL","LIQUIDO ORAL","FERRER","ESPAÑA","SOBRE X 10 ML","6","ACTIVO","EE08876"
"8711141841330","GTIN_13","PRODUCTO FARMACEUTICO","SINEMET","CARBIDOPA + LEVODOPA","25 mg + 250 mg","TABLETA","TABLETA","MSD","ESTADOS UNIDOS","CAJA TAB","100","ACTIVO","EE00497 , EE01156"
"8850769011968","GTIN_13","PRODUCTO FARMACEUTICO","FERROVIT","ACIDO FOLICO + CIANOCOBALAMINA (VITAMINA B12) + FUMARATO FERROSO","0.75 mg + 7.5 mcg + 162. mg","CAPSULA BLANDA","CAPSULA","MEGA LIFESCIENCES","TAILANDIA","CAJA CAPS","30","ACTIVO","DE0941"
"8850769017557","GTIN_13","PRODUCTO FARMACEUTICO","GOFEN 200","IBUPROFENO","200 mg","CAPSULA BLANDA","CAPSULA","MEGA LIFESCIENCES","TAILANDIA","CAJA CAPS","60","ACTIVO","EE01424"
"8850769018158","GTIN_13","PRODUCTO FARMACEUTICO","LOREZE","LORATADINA","10 mg","CAPSULA BLANDA","CAPSULA","MEGA LIFESCIENCES","TAILANDIA","CAJA CAPS","60","ACTIVO","EE01770"
"8901079007063","GTIN_13","PRODUCTO FARMACEUTICO","GLYREE-M2","GLIMEPIRIDA + METFORMINA","2 mg + 500 mg","TABLETA","TABLETA","ZENNIT","INDIA","CAJA TAB","30","ACTIVO","EE08238"
"7750351005683","GTIN_13","PRODUCTO FARMACEUTICO","BENEXAM","AMOXICILINA + BROMHEXINA","500 mg + 8 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","50","ACTIVO","EN07135"
"7750577001254","GTIN_13","PRODUCTO FARMACEUTICO","CEBRUM","CITICOLINA","500 mg/4 mL","SOLUCION INYECTABLE","INYECTABLE","LUSA","PERÚ","AMPOLLA X 4 ML","2","ACTIVO","EN07945"
"7750577001278","GTIN_13","PRODUCTO FARMACEUTICO","CEBRUM","CITICOLINA","500 mg","TABLETA RECUBIERTA","TABLETA","LUSA","PERÚ","CAJA TAB","10","ACTIVO","EN05756"
"7750721000591","GTIN_13","PRODUCTO FARMACEUTICO","MEZONEX","MEROPENEM","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","NORDIC","INDIA","VIAL","1","ACTIVO","EE04247"
"7750831003741","GTIN_13","PRODUCTO FARMACEUTICO","NASTIFLU","CLORFENAMINA + DEXTROMETORFANO + FENILEFRINA + PARACETAMOL","2 mg + 15 mg + 5 mg + 500 mg","TABLETA","TABLETA","TEVA","PERÚ","SOBRE X 2 TAB","60","ACTIVO","EN06573"
"7750831017465","GTIN_13","PRODUCTO FARMACEUTICO","NASTIFLU","CLORFENAMINA + DEXTROMETORFANO + FENILEFRINA + PARACETAMOL","2 mg + 15 mg + 5 mg + 500 mg","TABLETA","TABLETA","TEVA","PERÚ","SOBRE X 2 TAB","60","ACTIVO","EN06573 , N26424"
"7750831017519","GTIN_13","PRODUCTO FARMACEUTICO","BRONCO MAGNIMOX 250","AMOXICILINA + BROMHEXINA","250 mg + 4 mg/5 mL","POLVO PARA SUSPENSION ORAL","LIQUIDO ORAL","TEVA","COLOMBIA","FRASCO X 60 ML","1","ACTIVO","E22036"
"7750831018950","GTIN_13","PRODUCTO FARMACEUTICO","DOLOTRINEURAL-R","ORFENADRINA","60 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","TEVA","PERÚ","AMPOLLA X 2 ML","1","ACTIVO","EN01437"
"7750831019032","GTIN_13","PRODUCTO FARMACEUTICO","GRIPTOTAL","CLORFENAMINA + DEXTROMETORFANO + FENILEFRINA + PARACETAMOL","2 mg + 15 mg + 5 mg + 500 mg","TABLETA","TABLETA","TEVA","PERÚ","SOBRE X 2 TAB","50","ACTIVO","EN01724"
"7750831019100","GTIN_13","PRODUCTO FARMACEUTICO","MIKASAN","AMIKACINA","500 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","TEVA","PERÚ","AMPOLLA X 2 ML","1","ACTIVO","EN00101"
"7750929003011","GTIN_13","PRODUCTO FARMACEUTICO","VALPROMED","ACIDO VALPROICO","500 mg","TABLETA RECUBIERTA","TABLETA","MEDROCK","PERÚ","CAJA TAB","30","ACTIVO","EN04172"
"7750936005435","GTIN_13","PRODUCTO FARMACEUTICO","NEUROTOL","QUETIAPINA","300 mg","TABLETA","TABLETA","AC FARMA","PERÚ","CAJA TAB","30","ACTIVO","EN07064"
"7750936005459","GTIN_13","PRODUCTO FARMACEUTICO","NEUROTOL","QUETIAPINA","200 mg","TABLETA RECUBIERTA","TABLETA","AC FARMA","PERÚ","CAJA TAB","30","ACTIVO","EN08152"
"7750936005787","GTIN_13","PRODUCTO FARMACEUTICO","OCUCIP","CIPROFLOXACINO","0.3%","SOLUCION OFTALMICA","COLIRIO","AC FARMA","PERÚ","FRASCO GOTERO X 5 ML","1","ACTIVO","EN06988"
"7750936007316","GTIN_13","PRODUCTO FARMACEUTICO","NOSTAMIN","AMIODARONA","200 mg","TABLETA RECUBIERTA","TABLETA","AC FARMA","PERÚ","CAJA TAB","10","ACTIVO","EN03900"
"7751207001064","GTIN_13","PRODUCTO FARMACEUTICO","DIOSMIN H","DIOSMINA + HESPERIDINA","450 mg + 50 mg","COMPRIMIDO RECUBIERTO","TABLETA","MARKOS","PERÚ","CAJA COMP","60","ACTIVO","EN05020"
"7751207001125","GTIN_13","PRODUCTO FARMACEUTICO","DEXABRON PLUS","CLORFENAMINA + DEXTROMETORFANO + FENILEFRINA + PARACETAMOL","2 mg + 15 mg + 5 mg + 500 mg","TABLETA","TABLETA","MARKOS","PERÚ","CAJA TAB","100","ACTIVO","EN07153"
"7751257020169","GTIN_13","PRODUCTO FARMACEUTICO","AMYTRIP","GLIMEPIRIDA","4 mg","COMPRIMIDO","TABLETA","QUIMICA SUIZA","PERÚ","CAJA COMP","30","ACTIVO","EN03452"
"7751299000891","GTIN_13","PRODUCTO FARMACEUTICO","DILOVET","DICLOXACILINA","250 mg/5 mL","POLVO PARA SUSPENSION ORAL","LIQUIDO ORAL","CAFERMA","PERÚ","FRASCO X 80 ML","1","ACTIVO","EN03093"
"77548412","GTIN_8","PRODUCTO FARMACEUTICO","ADECEROL","ACIDO ASCORBICO + ERGOCALCIFEROL (VITAMINA D) + RETINOL (VITAMINA A)","1 g + 150000 UI + 50000 UI","EMULSION ORAL","LIQUIDO ORAL","MEDIFARMA","PERÚ","AMPOLLA BEBIBLE X 10 ML","1","ACTIVO","N222"
"7755854000326","GTIN_13","PRODUCTO FARMACEUTICO","OFLOXAL","OFLOXACINO","0.3%","SOLUCION OFTALMICA","COLIRIO","DROG. LIPHARMA","INDIA","FRASCO GOTERO X 5 ML","1","ACTIVO","EE02135"
"7755860000563","GTIN_13","PRODUCTO FARMACEUTICO","ULCETOM","RANITIDINA","50 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","JPS","CHINA","AMPOLLA X 2 ML","10","ACTIVO","EE05437"
"7840653004207","GTIN_13","PRODUCTO FARMACEUTICO","TRICOFAR ORAL 500","METRONIDAZOL","500 mg","COMPRIMIDO","TABLETA","DUPERU-INDUFAR","PARAGUAY","CAJA COMP","20","ACTIVO","EE00080"
"7898586631212","GTIN_13","PRODUCTO FARMACEUTICO","COSOPT","DORZOLAMIDA + TIMOLOL","20 mg + 5 mg/mL","SOLUCION OFTALMICA","COLIRIO","FARMACEUTICA CONTINENTAL","FRANCIA","FRASCO GOTERO X 5 ML","1","ACTIVO","EE01964"
"8901127011585","GTIN_13","PRODUCTO FARMACEUTICO","QUTIPIN 300","QUETIAPINA","300 mg","TABLETA RECUBIERTA","TABLETA","SUN PHARMA","INDIA","CAJA TAB","30","ACTIVO","EE01679"
"8904091101610","GTIN_13","PRODUCTO FARMACEUTICO","MOMATE","MOMETASONA","0.1%","CREMA","CREMA","GLENMARK","INDIA","TUBO X 15 G","1","ACTIVO","EE01003"
"8904091101719","GTIN_13","PRODUCTO FARMACEUTICO","MOMATE","MOMETASONA","0.1%","POMADA","POMADA","GLENMARK","INDIA","TUBO X 15 G","1","ACTIVO","EE01366"
"8904091146017","GTIN_13","PRODUCTO FARMACEUTICO","MOMATE-S","ACIDO ACETILSALICILICO + MOMETASONA","5% + 1%","POMADA","POMADA","GLENMARK","INDIA","TUBO","1","ACTIVO","EE07706"
"8904091184477","GTIN_13","PRODUCTO FARMACEUTICO","MOMATE","MOMETASONA","50 mcg/Dosis","SUSPENSION PARA PULVERIZACION NASAL","SPRAY NASAL","GLENMARK","INDIA","FRASCO X 120 DOSIS","1","ACTIVO","EE01549"
"8904112512715","GTIN_13","PRODUCTO FARMACEUTICO","ESOMEPRAZOL","ESOMEPRAZOL","40 mg","TABLETA DE LIBERACION RETARDADA","TABLETA","BONAPHARM","INDIA","CAJA TAB","30","ACTIVO","EE03557"
"8908000432741","GTIN_13","PRODUCTO FARMACEUTICO","NEOALERGINE PLUS","CETIRIZINA","10 mg","CAPSULA BLANDA","CAPSULA","BONAPHARM","INDIA","CAJA CAPS","30","ACTIVO","EE01922"
"8936027006812","GTIN_13","PRODUCTO FARMACEUTICO","NEONYPOL","NEOMICINA +NISTATINA + POLIMIXINA B","35000 UI + 10000 UI + 35000 UI","CAPSULA VAGINAL","OVULO","DROPESAC","VIETNAM","CAJA CAPS","12","ACTIVO","EE03150"
"7750218000684","GTIN_13","PRODUCTO FARMACEUTICO","DEBROX","CELECOXIB","200 mg","CAPSULA","CAPSULA","INRETAIL","PERÚ","CAJA CAPS","100","ACTIVO","EN02393"
"7750218000745","GTIN_13","PRODUCTO FARMACEUTICO","CLEMOLIN DILAT","AMBROXOL + CLENBUTEROL","7.5 mg + 0.005 mg/5 mL","JARABE","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO X 120 ML","1","ACTIVO","EN07877"
"7750218000868","GTIN_13","PRODUCTO FARMACEUTICO","CESUMAR","ACICLOVIR","200 mg","TABLETA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN02121"
"7750218000882","GTIN_13","PRODUCTO FARMACEUTICO","GESIDOL","PARACETAMOL","100 mg/mL","SOLUCION ORAL","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO X 10 ML","1","ACTIVO","EN03822"
"7750218001377","GTIN_13","PRODUCTO FARMACEUTICO","DOLOGINA MUJER","NAPROXENO","275 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN01083"
"7750218003555","GTIN_13","PRODUCTO FARMACEUTICO","CEVADUOL","FOSFATO DIBASICO DE SODIO + FOSFATO MONOSODICO ANHIDRO","6 g + 16 g/100 mL","SOLUCION RECTAL","SOLUCION RECTAL","INRETAIL","PERÚ","FRASCO X 130 ML","1","ACTIVO","EN05927"
"7750218004286","GTIN_13","PRODUCTO FARMACEUTICO","FINDALER","CETIRIZINA","5 mg/5 mL","JARABE","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO X 100 ML","1","ACTIVO","EN01251"
"7750218004293","GTIN_13","PRODUCTO FARMACEUTICO","CLOTRIVAL B","BETAMETASONA + CLOTRIMAZOL","0.05% + 1%","CREMA","CREMA","INRETAIL","PERÚ","TUBO X 15 G","1","ACTIVO","EN02775 , N22266"
"7750218004309","GTIN_13","PRODUCTO FARMACEUTICO","CLOTRIVAL","CLOTRIMAZOL","1%","CREMA","CREMA","INRETAIL","PERÚ","TUBO X 20 G","1","ACTIVO","EN03465"
"7750218005528","GTIN_13","PRODUCTO FARMACEUTICO","DIREPOR","ACIDO FUSIDICO","2%","CREMA","CREMA","INRETAIL","PERÚ","TUBO X 15 G","1","ACTIVO","EN04774"
"7750218006273","GTIN_13","PRODUCTO FARMACEUTICO","FLEXITOL","DICLOFENACO","1%","GEL","GEL","INRETAIL","PERÚ","TUBO X 30 G","1","ACTIVO","EN06744"
"7750218008277","GTIN_13","PRODUCTO FARMACEUTICO","OVUTHAL","POLICRESULENO","90 mg","OVULO","OVULO","INRETAIL","PERÚ","CAJA OVU","6","ACTIVO","EN01686"
"7750218008642","GTIN_13","PRODUCTO FARMACEUTICO","VASUVE","VALSARTAN","160 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","20","ACTIVO","EN01836"
"7750351001128","GTIN_13","PRODUCTO FARMACEUTICO","VALISONA","DEXAMETASONA","0.5 mg/5 mL","ELIXIR","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO X 100 ML","1","ACTIVO","EN01328"
"7750351001456","GTIN_13","PRODUCTO FARMACEUTICO","CALIRAL","LACTULOSA","3.33 g/5 mL","SOLUCION ORAL","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO X 100 ML","1","ACTIVO","EN02599"
"7750351001562","GTIN_13","PRODUCTO FARMACEUTICO","CONDROX","ATORVASTATINA","10 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","30","ACTIVO","EN02801"
"7750351001579","GTIN_13","PRODUCTO FARMACEUTICO","CONDROX","ATORVASTATINA","10 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN02801"
"7750475000403","GTIN_13","PRODUCTO FARMACEUTICO","DOLOFOR 800 DOL","IBUPROFENO","800 mg","TABLETA RECUBIERTA","TABLETA","CONTINENTAL","PERÚ","CAJA TAB","120","ACTIVO","EN03916 , N22857"
"7750929003028","GTIN_13","PRODUCTO FARMACEUTICO","CLONIXIDOL COMPOSITUM","CLONIXINATO DE LISINA + PARGEVERINA","125 mg + 10 mg","TABLETA RECUBIERTA","TABLETA","MEDROCK","PERÚ","CAJA TAB","30","ACTIVO","EN07702"
"7750936003677","GTIN_13","PRODUCTO FARMACEUTICO","CEFRASPOR","CEFACLOR","250 mg/5 mL","POLVO PARA SUSPENSION ORAL","LIQUIDO ORAL","AC FARMA","PERÚ","FRASCO X 75 ML","1","ACTIVO","EN02060"
"7750936007330","GTIN_13","PRODUCTO FARMACEUTICO","DEPRICOR","FLUOXETINA","20 mg","TABLETA","TABLETA","AC FARMA","PERÚ","CAJA TAB","30","ACTIVO","EN00798"
"7751128000122","GTIN_13","PRODUCTO FARMACEUTICO","DOXICICLINA","DOXICICLINA","100 mg","TABLETA","TABLETA","LABOT","CHINA","CAJA TAB","100","ACTIVO","EE07406"
"7751151034422","GTIN_13","DISPOSITIVO MEDICO","TAGUM POLIPROPILENO MONOFILAMENTO SUTURA NO ABSORBIBLE ESTERIL CON AGUJA PREMIUM","SUTURA QUIRURGICA","2/0 HR20 2A","INSUMO MEDICO","DISPOSITIVO MEDICO","TAGUMEDICA","PERÚ","CAJA","12","ACTIVO","DM0125N"
"7751229000373","GTIN_13","PRODUCTO FARMACEUTICO","ROSADOL","ACIDO MEFENAMICO","500 mg","TABLETA","TABLETA","FARMACEUTICA BIOTECH","INDIA","CAJA TAB","100","ACTIVO","EE01629"
"7751358001494","GTIN_13","PRODUCTO FARMACEUTICO","CEFF 500","CEFALEXINA","500 mg","CAPSULA","CAPSULA","ESKE","INDIA","CAJA CAPS","100","ACTIVO","EE01281"
"7751946003183","GTIN_13","PRODUCTO FARMACEUTICO","CIOCAL-D","CALCITRIOL","0.25 mcg","CAPSULA BLANDA","CAPSULA","SHERFARMA","COREA DEL SUR","CAJA CAPS","60","ACTIVO","EE06778"
"7752124001212","GTIN_13","PRODUCTO FARMACEUTICO","GEMCITABINA","GEMCITABINA","1000 mg/25 mL","CONCENTRADO PARA SOLUCION PARA PERFUSION","INYECTABLE","NOVARTIS PHARMA","AUSTRIA","VIAL X 25 ML","1","ACTIVO","EE09284"
"7752301000489","GTIN_13","PRODUCTO FARMACEUTICO","CLINDA C","CLINDAMICINA","300 mg","CAPSULA","CAPSULA","DELFARMA","PERÚ","CAJA CAPS","50","ACTIVO","EN08411"
"7752692000174","GTIN_13","PRODUCTO FARMACEUTICO","TESTONON","COMPUESTO DE TESTOSTERONA","","SOLUCION INYECTABLE","INYECTABLE","PAK FARMA","PAKISTÁN","AMPOLLA X 1 ML","1","ACTIVO","EE08358"
"7752692000310","GTIN_13","PRODUCTO FARMACEUTICO","DROKSE","MEDROXIPROGESTERONA","150 mg/mL","SUSPENSION INYECTABLE","INYECTABLE","PAK FARMA","PAKISTÁN","VIAL X 1 ML","1","ACTIVO","EE02961"
"7753455000332","GTIN_13","PRODUCTO FARMACEUTICO","DOLEX","TRAMADOL","50 mg","CAPSULA","CAPSULA","BIOTEC","PERÚ","CAJA CAPS","10","ACTIVO","EN03764"
"7753709000354","GTIN_13","PRODUCTO FARMACEUTICO","DALCYNVAX","CLINDAMICINA","600 mg/4 mL","SOLUCION INYECTABLE","INYECTABLE","OTARVASQ","PERÚ","AMPOLLA X 4 ML","10","ACTIVO","EN02901"
"7753736000884","GTIN_13","PRODUCTO FARMACEUTICO","CEPHTRONEX","CEFTRIAXONA","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","JPS","CHINA","VIAL","10","ACTIVO","EE07904"
"7755854000210","GTIN_13","PRODUCTO FARMACEUTICO","CLAVULIPH","AMOXICILINA + ACIDO CLAVULANICO","500 mg + 125 mg","TABLETA RECUBIERTA","TABLETA","DROG. LIPHARMA","CHINA","CAJA TAB","10","ACTIVO","EE00649"
"7759307008419","GTIN_13","PRODUCTO FARMACEUTICO","VERAPAMILO","VERAPAMILO","5 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","MEDIFARMA","PERÚ","AMPOLLA X 2 ML","25","ACTIVO","EN07412"
"7759307010603","GTIN_13","PRODUCTO FARMACEUTICO","ENCIGEL","BENZOCAINA + CLORURO DE CETILPIRIDINIO + PANTENOL","5 g + 0.5 g + 3 g","GEL","GEL","MEDIFARMA","PERÚ","TUBO X 10 G","1","ACTIVO","EN03238"
"7798006872280","GTIN_13","PRODUCTO FARMACEUTICO","CARBOPLATINO","CARBOPLATINO","150 mg/15 mL","SOLUCION INYECTABLE","INYECTABLE","GP PHARM","ARGENTINA","VIAL X 15 ML","1","ACTIVO","EE05575"
"7800018131016","GTIN_13","PRODUCTO FARMACEUTICO","DONECIL","DONEPEZILO","5 mg","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","CHILE","CAJA COMP","30","ACTIVO","EE01131"
"7800018185453","GTIN_13","PRODUCTO FARMACEUTICO","DONECIL","DONEPEZILO","5 mg","COMPRIMIDO RECUBIERTO","TABLETA","GRÜNENTHAL","CHILE","CAJA COMP","30","ACTIVO","EE01131"
"7800026013991","GTIN_13","PRODUCTO FARMACEUTICO","CARDIOPLUS AM 20/10","AMLODIPINO + OLMESARTAN","10 mg + 20 mg","COMPRIMIDO RECUBIERTO","TABLETA","FARMINDUSTRIA","CHILE","CAJA COMP","30","ACTIVO","E23100"
"7840653002265","GTIN_13","PRODUCTO FARMACEUTICO","RAGILON","FUROSEMIDA","40 mg","COMPRIMIDO","TABLETA","DUPERU-INDUFAR","PARAGUAY","CAJA COMP","10","ACTIVO","EE00804"
"884523006523","GTIN_12","DISPOSITIVO MEDICO","ABSORBATACK FIXATION DEVICE WITH ABSORBABLE TACKS","PRODUCTOS DE MALLA O DE BARRERAS DE TEJIDO PARA USO QUIRURGICO","5MM","INSUMO MEDICO","DISPOSITIVO MEDICO","COVIDIEN","ESTADOS UNIDOS","BOLSA","1","ACTIVO","DM12615E"
"8901079006721","GTIN_13","PRODUCTO FARMACEUTICO","EMNORM 850","METFORMINA","850 mg","TABLETA RECUBIERTA","TABLETA","ZENNIT","INDIA","CAJA TAB","100","ACTIVO","EE04347"
"8901387053738","GTIN_13","PRODUCTO FARMACEUTICO","C-FABROX","CEFTRIAXONA","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","INTIPHARMA","INDIA","VIAL","1","ACTIVO","EE07690"
"8904004701777","GTIN_13","PRODUCTO FARMACEUTICO","EZO-20","ESOMEPRAZOL","20 mg","TABLETA DE LIBERACION RETARDADA","TABLETA","PHARMARIS","INDIA","CAJA TAB","30","ACTIVO","EE09308"
"7750218010379","GTIN_13","PRODUCTO FARMACEUTICO","SOGIDOL","CLORZOXAZONA + PARACETAMOL","250 mg + 300 mg","COMPRIMIDO RECUBIERTO","TABLETA","INRETAIL","PERÚ","CAJA COMP","100","ACTIVO","EN02952"
"7750351001449","GTIN_13","PRODUCTO FARMACEUTICO","PLUMIGIL","TERBINAFINA","1%","CREMA","CREMA","INRETAIL","PERÚ","TUBO X 15 G","1","ACTIVO","EN04797"
"7750351001753","GTIN_13","PRODUCTO FARMACEUTICO","VALISONA","DEXAMETASONA","0.5 mg","TABLETA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN02895"
"7750351001760","GTIN_13","PRODUCTO FARMACEUTICO","VALISONA","DEXAMETASONA","1 mg","TABLETA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN02894"
"7750351001777","GTIN_13","PRODUCTO FARMACEUTICO","VALISONA","DEXAMETASONA","4 mg","TABLETA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN02889"
"7750351001791","GTIN_13","PRODUCTO FARMACEUTICO","FLEXITOL","DICLOFENACO","1%","GEL","GEL","INRETAIL","PERÚ","TUBO X 50 G","1","ACTIVO","EN02954"
"7750351002941","GTIN_13","PRODUCTO FARMACEUTICO","FREDOL","IBUPROFENO","40 mg/mL","SUSPENSION ORAL","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO GOTERO X 15 ML","1","ACTIVO","EN07159"
"7750351003801","GTIN_13","PRODUCTO FARMACEUTICO","SOGIDOL","CLORZOXAZONA + PARACETAMOL","250 mg + 300 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN02985"
"7750351004112","GTIN_13","PRODUCTO FARMACEUTICO","GLIREN","GLIBENCLAMIDA","5 mg","TABLETA","TABLETA","INRETAIL","PERÚ","CAJA TAB","100","ACTIVO","EN01145"
"7750351004204","GTIN_13","PRODUCTO FARMACEUTICO","FREDOL","IBUPROFENO","5%","GEL","GEL","INRETAIL","PERÚ","TUBO X 20 G","1","ACTIVO","EN05146"
"7750721000331","GTIN_13","PRODUCTO FARMACEUTICO","PERIDONA","DOMPERIDONA","10 mg","TABLETA RECUBIERTA","TABLETA","NORDIC","INDIA","CAJA TAB","30","ACTIVO","EE05597"
"7750831017564","GTIN_13","PRODUCTO FARMACEUTICO","TRATATOS","HEDERA HELIX L.","35 mg/5 mL","JARABE","LIQUIDO ORAL","TEVA","PERÚ","FRASCO X 120 ML","1","ACTIVO","PNN1001"
"7750942005108","GTIN_13","PRODUCTO FARMACEUTICO","TOPICALM","CLOBETASOL","0.05%","UNGUENTO","UNGUENTO","IQFARMA","PERÚ","TUBO X 30 G","1","ACTIVO","EN01260"
"7750942007959","GTIN_13","PRODUCTO FARMACEUTICO","SULMATIL","AMISULPRIDA","200 mg","TABLETA RECUBIERTA","TABLETA","IQFARMA","PERÚ","CAJA TAB","20","ACTIVO","EN03152"
"7753455000301","GTIN_13","PRODUCTO FARMACEUTICO","VARSIDE","VALSARTAN","160 mg","TABLETA RECUBIERTA","TABLETA","BIOTEC","PERÚ","CAJA TAB","20","ACTIVO","EN03342"
"7753455000417","GTIN_13","PRODUCTO FARMACEUTICO","PRIVET","ATORVASTATINA","40 mg","TABLETA RECUBIERTA","TABLETA","BIOTEC","PERÚ","CAJA TAB","30","ACTIVO","EN07047 , N26563"
"7753658002898","GTIN_13","PRODUCTO FARMACEUTICO","GELDOL","PIROXICAM","0.5%","GEL","GEL","VITA PHARMA","PERÚ","TUBO X 20 G","1","ACTIVO","EN01939"
"7753943000301","GTIN_13","PRODUCTO FARMACEUTICO","VALMETAF","SIMETICONA","100 mg/mL","SUSPENSION ORAL","LIQUIDO ORAL","GABBLAN","PERÚ","FRASCO GOTERO X 20 ML","1","ACTIVO","EN01575"
"7754477000393","GTIN_13","PRODUCTO FARMACEUTICO","TERODIN 2","TOLTERODINA","2 mg","TABLETA","TABLETA","ACCORD","INDIA","CAJA TAB","30","ACTIVO","EE02194"
"7755717000012","GTIN_13","PRODUCTO FARMACEUTICO","TOPIRAMAX","TOPIRAMATO","50 mg","TABLETA RECUBIERTA","TABLETA","SOLTON","GRECIA","CAJA TAB","30","ACTIVO","EE00212"
"7751299002048","GTIN_13","PRODUCTO FARMACEUTICO","AZONACAF","AZITROMICINA","500 mg","TABLETA RECUBIERTA","TABLETA","CAFERMA","INDIA","CAJA TAB","100","ACTIVO","EE08851"
"7897572001497","GTIN_13","PRODUCTO FARMACEUTICO","MERCILON","DESOGESTREL + ETINILESTRADIOL","0.15 mg + 0.02 mg","COMPRIMIDO","TABLETA","MSD","BRASIL","CAJA COMP","1","ACTIVO","EE00700"
"7751349644273","GTIN_13","PRODUCTO FARMACEUTICO","BIANOS","SECNIDAZOL","500 mg","TABLETA","TABLETA","UNIMED","COLOMBIA","CAJA TAB","4","ACTIVO","EE04033"
"8427426040632","GTIN_13","PRODUCTO SANITARIO/HIGIENE PERSONAL","PERIO AID ACTIVE CONTROL","ENJUAGUE BUCAL","","SOLUCION PARA ENJUAGUE BUCAL","COLUTORIO","DENTAID","ESPAÑA","FRASCO X 500 ML","1","ACTIVO","NSOC38497-10CO"
"7754477001048","GTIN_13","PRODUCTO FARMACEUTICO","CARVEDITAS 6.25","CARVEDILOL","6.25 mg","TABLETA","TABLETA","ACCORD","INDIA","CAJA TAB","30","ACTIVO","EE04882"
"7798006872310","GTIN_13","PRODUCTO FARMACEUTICO","OXALIPLATINO","OXALIPLATINO","100 mg","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","GP PHARM","ARGENTINA","VIAL","1","ACTIVO","EE05559"
"8715131009007","GTIN_13","PRODUCTO FARMACEUTICO","NEULASTIM","PEGFILGRASTIM","6 mg/0.6 mL","SOLUCION INYECTABLE","INYECTABLE","TECNOFARMA","PUERTO RICO","JERINGA PRELLENADA X 0.6 ML","1","ACTIVO","BE01035"
"8906101920143","GTIN_13","PRODUCTO FARMACEUTICO","TAZOPRONIL","OLMESARTAN","40 mg","TABLETA RECUBIERTA","TABLETA","SMART PHARMA","INDIA","CAJA TAB","20","ACTIVO","EE06232"
"8908002671032","GTIN_13","PRODUCTO FARMACEUTICO","ASTYMIN","AMINOACIDOS","","JARABE","LIQUIDO ORAL","ESKE","INDIA","FRASCO X 200 ML","1","ACTIVO","DE2153"
"8908002671629","GTIN_13","PRODUCTO FARMACEUTICO","ASTYMIN-C","AMINOACIDOS","","SOLUCION ORAL","LIQUIDO ORAL","ESKE","INDIA","FRASCO GOTERO X 15 ML","1","ACTIVO","DE1965"
"7751559000036","GTIN_13","PRODUCTO FARMACEUTICO","ZICINOL","FLUCONAZOL","150 mg","CAPSULA","CAPSULA","BRISAFARMA","PERÚ","CAJA CAPS","2","ACTIVO","EN05554"
